Stkcd,Accper,eps,eps_diluted,ttl_shr_cap,
600585,30/6/2011,1.13,1.13,5299302579,
600585,30/9/2011,1.71,1.71,,
600585,31/12/2011,2.19,2.19,5299302579,
600585,31/3/2012,0.24,0.24,,
600585,30/6/2012,0.55,0.55,5299302579,
600585,30/9/2012,0.74,0.74,,
600585,31/12/2012,1.19,1.19,5299302579,
600585,31/3/2013,0.18,0.18,,
600585,30/6/2013,0.58,0.58,5299302579,
600585,30/9/2013,1.02,1.02,,
600585,31/12/2013,1.77,1.77,5299302579,
600585,31/3/2014,0.47,0.47,,
600585,30/6/2014,1.1,1.1,5299302579,
600585,30/9/2014,1.54,1.54,,
600585,31/12/2014,2.07,2.07,5299302579,
600585,31/3/2015,0.32,0.32,,
600585,30/6/2015,0.89,0.89,5299302579,
600585,30/9/2015,1.15,1.15,,
600585,31/12/2015,1.42,1.42,5299302579,
600585,31/3/2016,0.228,0.228,,
600585,30/6/2016,0.63,0.63,5299302579,
600585,30/9/2016,1.13,1.13,,
600585,31/12/2016,1.61,1.61,5299302579,
600585,31/3/2017,0.41,0.41,,
600585,30/6/2017,1.27,1.27,5299302579,
600585,30/9/2017,1.85,1.85,,
600585,31/12/2017,2.99,2.99,5299302579,
600585,31/3/2018,0.9,0.9,,
600585,30/6/2018,2.44,2.44,5299302579,
600585,30/9/2018,3.91,3.91,,
600585,31/12/2018,5.63,5.63,5299302579,
600585,31/3/2019,1.15,1.15,,
600585,30/6/2019,2.88,2.88,5299302579,
600585,30/9/2019,4.49,4.49,,
600585,31/12/2019,6.34,6.34,5299302579,
600585,31/3/2020,0.93,0.93,,
600585,30/6/2020,3.03,3.03,5299302579,
600585,30/9/2020,4.66,4.66,,
600600,31/3/2007,0.07,0,,
600600,30/6/2007,0.28,0.28,1308219178,
600600,30/9/2007,0.53,0.53,,
600600,31/12/2007,0.43,0.43,1308219178,
600600,31/3/2008,0.1,0.1,,
600600,30/6/2008,0.29,0.29,1308219178,
600600,30/9/2008,0.5349,0.5349,,
600600,31/12/2008,0.535,0.535,1308219178,
600600,31/3/2009,0.1524,0.1524,,
600600,30/6/2009,0.489,0.489,1308219178,
600600,30/9/2009,0.9593,0.9593,,
600600,31/12/2009,0.953,0.953,1350982795,
600600,31/3/2010,0.2107,0.2107,,
600600,30/6/2010,0.614,0.614,1350982795,
600600,30/9/2010,1.1287,1.1287,,
600600,31/12/2010,1.125,1.125,1350982795,
600600,31/3/2011,0.2912,0.2912,,
600600,30/6/2011,0.733,0.733,1350982795,
600600,30/9/2011,1.232,1.232,,
600600,31/12/2011,1.286,1.286,1350982795,
600600,31/3/2012,0.3335,0.3335,,
600600,30/6/2012,0.746,0.746,1350982795,
600600,30/9/2012,1.245,1.245,,
600600,31/12/2012,1.302,1.302,1350982795,
600600,31/3/2013,0.361,0.361,,
600600,30/6/2013,1.032,1.032,1350982795,
600600,30/9/2013,1.602,1.602,,
600600,31/12/2013,1.461,1.461,1350982795,
600600,31/3/2014,0.434,0.434,,
600600,30/6/2014,1.04,1.04,1350982795,
600600,30/9/2014,1.613,1.613,,
600600,31/12/2014,1.473,1.473,1350982795,
600600,31/3/2015,0.386,0.386,,
600600,30/6/2015,0.887,0.887,1350982795,
600600,30/9/2015,1.292,1.292,,
600600,31/12/2015,1.268,1.268,1350982795,
600600,31/3/2016,0.395,0.395,,
600600,30/6/2016,0.791,0.791,1350982795,
600600,30/9/2016,1.362,1.362,,
600600,31/12/2016,0.772,0.772,1350982795,
600600,31/3/2017,0.429,0.429,,
600600,30/6/2017,0.85,0.85,1350982795,
600600,30/9/2017,1.384,1.384,,
600600,31/12/2017,0.935,0.935,1350982795,
600600,31/3/2018,0.494,0.494,,
600600,30/6/2018,0.964,0.964,1350982795,
600600,30/9/2018,1.554,1.554,,
600600,31/12/2018,1.053,1.053,1350982795,
600600,31/3/2019,0.598,0.598,,
600600,30/6/2019,1.207,1.207,1350982795,
600600,30/9/2019,1.914,1.914,,
600600,31/12/2019,1.371,1.371,1350982795,
600600,31/3/2020,0.398,0.398,,
600600,30/6/2020,1.373,1.373,1350982795,
600600,30/9/2020,2.204,2.203,,
600635,31/3/2007,0.03,0.03,,
600635,30/6/2007,0.11,0.11,1246113472,
600635,30/9/2007,0.14,0.14,,
600635,31/12/2007,0.2,0.2,1246113472,
600635,31/3/2008,0.04,0.04,,
600635,30/6/2008,0.09,0.09,1495336166,
600635,30/9/2008,0.12,0.12,,
600635,31/12/2008,0.12,0.12,1495336166,
600635,31/3/2009,0.0281,0.0281,,
600635,30/6/2009,0.07,0.07,1495336166,
600635,30/9/2009,0.101,0.101,,
600635,31/12/2009,0.15,0.15,1495336166,
600635,31/3/2010,0.0304,0.0304,,
600635,30/6/2010,0.07,0.07,1495336166,
600635,30/9/2010,0.102,0.102,,
600635,31/12/2010,0.19,0.19,1644869783,
600635,31/3/2011,0.0295,0.0295,,
600635,30/6/2011,0.1951,0.1951,1644869783,
600635,30/9/2011,0.2237,0.2237,,
600635,31/12/2011,0.25,0.25,1644869783,
600635,31/3/2012,0.0256,0.0256,,
600635,30/6/2012,0.1208,0.1208,1644869783,
600635,30/9/2012,0.1533,0.1533,,
600635,31/12/2012,0.2,0.2,1644869783,
600635,31/3/2013,0.0266,0.0266,,
600635,30/6/2013,0.0823,0.0823,1644869783,
600635,30/9/2013,0.119,0.119,,
600635,31/12/2013,0.17,0.17,1644869783,
600635,31/3/2014,0.0274,0.0274,,
600635,30/6/2014,0.0751,0.0751,1644869783,
600635,30/9/2014,0.1226,0.1226,,
600635,31/12/2014,0.21,0.21,1644869783,
600635,31/3/2015,0.0428,0.0428,,
600635,30/6/2015,0.15,0.15,2467304675,
600635,30/9/2015,0.1625,0.1625,,
600635,31/12/2015,0.19,0.19,2467304676,
600635,31/3/2016,0.0576,0.0525,,
600635,30/6/2016,0.13,0.13,2467304677,
600635,30/9/2016,0.177,0.177,,
600635,31/12/2016,0.22,0.22,2902704675,
600635,31/3/2017,0.0428,0.0428,,
600635,30/6/2017,0.07,0.07,2952434675,
600635,30/9/2017,0.1205,0.1205,,
600635,31/12/2017,0.16,0.16,2952434675,
600635,31/3/2018,0.0094,0.0094,,
600635,30/6/2018,0.04,0.04,2952434675,
600635,30/9/2018,0.1134,0.1134,,
600635,31/12/2018,0.16,0.16,2952434675,
600635,31/3/2019,0.0422,0.0422,,
600635,30/6/2019,0.0698,0.0698,2952434675,
600635,30/9/2019,0.1106,0.1106,,
600635,31/12/2019,0.18,0.18,2952434675,
600635,31/3/2020,0.0356,0.0356,,
600635,30/6/2020,0.0855,0.0855,2952434675,
600635,30/9/2020,0.0691,0.0691,,
600660,31/3/2007,0.16,0.16,,
600660,30/6/2007,0.42,0.42,1001493166,
600660,30/9/2007,0.66,0.66,,
600660,31/12/2007,0.92,0.92,1001493166,
600660,31/3/2008,0.19,0.19,,
600660,30/6/2008,0.22,0.22,2002986332,
600660,30/9/2008,0.3,0.3,,
600660,31/12/2008,0.12,0.12,2002986332,
600660,31/3/2009,0.05,0.05,,
600660,30/6/2009,0.11,0.11,2002986332,
600660,30/9/2009,0.31,0.31,,
600660,31/12/2009,0.56,0.56,2002986332,
600660,31/3/2010,0.21,0.21,,
600660,30/6/2010,0.44,0.44,2002986332,
600660,30/9/2010,0.66,0.66,,
600660,31/12/2010,0.89,0.89,2002986332,
600660,31/3/2011,0.2,0.2,,
600660,30/6/2011,0.4,0.4,2002986332,
600660,30/9/2011,0.58,0.58,,
600660,31/12/2011,0.76,0.76,2002986332,
600660,31/3/2012,0.18,0.18,,
600660,30/6/2012,0.37,0.37,2002986332,
600660,30/9/2012,0.58,0.58,,
600660,31/12/2012,0.76,0.76,2002986332,
600660,31/3/2013,0.2,0.2,,
600660,30/6/2013,0.42,0.42,2002986332,
600660,30/9/2013,0.67,0.67,,
600660,31/12/2013,0.96,0.96,2002986332,
600660,31/3/2014,0.24,0.24,,
600660,30/6/2014,0.52,0.52,2002986332,
600660,30/9/2014,0.79,0.79,,
600660,31/12/2014,1.11,1.11,2002986332,
600660,31/3/2015,0.29,0.29,,
600660,30/6/2015,0.54,0.54,2508617532,
600660,30/9/2015,0.79,0.79,,
600660,31/12/2015,1.1,1.1,2508617532,
600660,31/3/2016,0.23,0.23,,
600660,30/6/2016,0.58,0.58,2508617532,
600660,30/9/2016,0.87,0.87,,
600660,31/12/2016,1.25,1.25,2508617532,
600660,31/3/2017,0.28,0.28,,
600660,30/6/2017,0.55,0.55,2508617532,
600660,30/9/2017,0.85,0.85,,
600660,31/12/2017,1.26,1.26,2508617532,
600660,31/3/2018,0.22,0.22,,
600660,30/6/2018,0.74,0.74,2508617532,
600660,30/9/2018,1.3,1.3,,
600660,31/12/2018,1.64,1.64,2508617532,
600660,31/3/2019,0.24,0.24,,
600660,30/6/2019,0.6,0.6,2508617532,
600660,30/9/2019,0.94,0.94,,
600660,31/12/2019,1.16,1.16,2508617532,
600660,31/3/2020,0.18,0.18,,
600660,30/6/2020,0.38,0.38,2508617532,
600660,30/9/2020,0.69,0.69,,
600685,31/3/2007,0.31,0.31,,
600685,30/6/2007,0.94,0.94,494677580,
600685,30/9/2007,1.38,1.38,,
600685,31/12/2007,1.9,1.9,494677580,
600685,31/3/2008,0.52,0.52,,
600685,30/6/2008,1.08,1.08,494677580,
600685,30/9/2008,1.39,1.39,,
600685,31/12/2008,1.66,0,494677580,
600685,31/3/2009,0.26,0,,
600685,30/6/2009,0.49,0.49,494677580,
600685,30/9/2009,0.82,0,,
600685,31/12/2009,1.04,0,494677580,
600685,31/3/2010,0.32,0,,
600685,30/6/2010,0.69,0,494677580,
600685,30/9/2010,1.22,0,,
600685,31/12/2010,1.43,1.43,494677580,
600685,31/3/2011,0.35,0,,
600685,30/6/2011,0.41,0.41,494677580,
600685,30/9/2011,0.64,0.64,,
600685,31/12/2011,0.81,0.81,643080854,
600685,31/3/2012,0.12,0.12,,
600685,30/6/2012,0.14,0.14,643080854,
600685,30/9/2012,0.07,0.07,,
600685,31/12/2012,0.02,0.02,643080854,
600685,31/3/2013,0.08,0.08,,
600685,30/6/2013,0.09,0.09,643080854,
600685,30/9/2013,0.1022,0.1022,,
600685,31/12/2013,0.0211,0.0211,643080854,
600685,31/3/2014,-0.1475,-0.1475,,
600685,30/6/2014,-0.2631,-0.2631,1030534651,
600685,30/9/2014,-0.6507,-0.6507,,
600685,31/12/2014,0.147,0.147,1030534651,
600685,31/3/2015,-0.1564,-0.1564,,
600685,30/6/2015,-0.3866,-0.3866,1413506378,
600685,30/9/2015,-0.688,-0.688,,
600685,31/12/2015,0.0709,0.0709,1413506378,
600685,31/3/2016,0.0007,0.0007,,
600685,30/6/2016,0.0262,0.0262,1413506378,
600685,30/9/2016,0.0047,0.0047,,
600685,31/12/2016,0.0504,0.0504,1413506378,
600685,31/3/2017,0.013,0.013,,
600685,30/6/2017,0.0311,0.0311,1413506378,
600685,30/9/2017,-0.1323,-0.1323,,
600685,31/12/2017,0.0621,0.0621,1413506378,
600685,31/3/2018,0.0171,0.0171,,
600685,30/6/2018,-0.2087,-0.2087,1413506378,
600685,30/9/2018,-0.4081,-0.4081,,
600685,31/12/2018,-1.3223,-1.3223,1413506378,
600685,31/3/2019,-0.1476,-0.1476,,
600685,30/6/2019,0.2764,0.2764,1413506378,
600685,30/9/2019,-0.0542,-0.0542,,
600685,31/12/2019,0.3879,0.3879,1413506378,
600685,31/3/2020,2.2799,2.2799,,
600685,30/6/2020,2.1951,2.1951,1413506378,
600685,30/9/2020,2.3476,2.3476,,
600688,31/3/2007,0.15,0.15,,
600688,30/6/2007,0.243,0.243,7200000000,
600688,30/9/2007,0.23,0.23,,
600688,31/12/2007,0.221,0.221,7200000000,
600688,31/3/2008,-0.03,-0.03,,
600688,30/6/2008,-0.05,-0.05,7200000000,
600688,30/9/2008,-0.372,-0.372,,
600688,31/12/2008,-0.867,-0.867,7200000000,
600688,31/3/2009,0.023,0.023,,
600688,30/6/2009,0.137,0.137,7200000000,
600688,30/9/2009,0.214,0.214,,
600688,31/12/2009,0.217,0.217,7200000000,
600688,31/3/2010,0.124,0.124,,
600688,30/6/2010,0.207,0.207,7200000000,
600688,30/9/2010,0.249,0.249,,
600688,31/12/2010,0.376,0.376,7200000000,
600688,31/3/2011,0.127,0.127,,
600688,30/6/2011,0.192,0.192,7200000000,
600688,30/9/2011,0.229,0.229,,
600688,31/12/2011,0.131,0.131,7200000000,
600688,31/3/2012,-0.026,-0.026,,
600688,30/6/2012,-0.166,-0.166,7200000000,
600688,30/9/2012,-0.224,-0.224,,
600688,31/12/2012,-0.215,-0.215,7200000000,
600688,31/3/2013,0.024,0.024,,
600688,30/6/2013,0.061,0.061,7200000000,
600688,30/9/2013,0.139,0.139,,
600688,31/12/2013,0.186,0.186,10800000000,
600688,31/3/2014,-0.007,-0.007,,
600688,30/6/2014,-0.015,-0.015,10800000000,
600688,30/9/2014,-0.014,-0.014,,
600688,31/12/2014,-0.066,-0.066,10800000000,
600688,31/3/2015,0.005,0.005,,
600688,30/6/2015,0.16,0.16,10800000000,
600688,30/9/2015,0.208,0.208,,
600688,31/12/2015,0.301,0.3,10800000000,
600688,31/3/2016,0.106,0.106,,
600688,30/6/2016,0.287,0.287,10800000000,
600688,30/9/2016,0.382,0.382,,
600688,31/12/2016,0.551,0.551,10800000000,
600688,31/3/2017,0.179,0.178,,
600688,30/6/2017,0.238,0.238,10800000000,
600688,30/9/2017,0.381,0.38,,
600688,31/12/2017,0.568,0.568,10814176600,
600688,31/3/2018,0.164,0.164,,
600688,30/6/2018,0.326,0.326,10823813500,
600688,30/9/2018,0.431,0.431,,
600688,31/12/2018,0.488,0.488,10823813500,
600688,31/3/2019,0.056,0.056,,
600688,30/6/2019,0.105,0.105,10823813500,
600688,30/9/2019,0.144,0.144,,
600688,31/12/2019,0.205,0.205,10823813500,
600688,31/3/2020,-0.111,-0.111,,
600688,30/6/2020,-0.159,-0.159,10823813500,
600688,30/9/2020,-0.059,-0.059,,
600775,31/3/2007,0.02,0.02,,
600775,30/6/2007,0.05,0.05,655015000,
600775,30/9/2007,0.09,0.09,,
600775,31/12/2007,0.14,0.14,655015000,
600775,31/3/2008,0.02,0.02,,
600775,30/6/2008,0.04,0.04,655015000,
600775,30/9/2008,0.07,0.07,,
600775,31/12/2008,0.06,0.06,655015000,
600775,31/3/2009,0.0039,0.0039,,
600775,30/6/2009,-0.0763,-0.0763,655015000,
600775,30/9/2009,-0.0589,-0.0589,,
600775,31/12/2009,0.02,0.02,655015000,
600775,31/3/2010,0.0106,0.0106,,
600775,30/6/2010,-0.0144,-0.0144,655015000,
600775,30/9/2010,-0.0311,-0.0311,,
600775,31/12/2010,0.014,0.014,655015000,
600775,31/3/2011,0.0225,0.0225,,
600775,30/6/2011,0.054,0.054,655015000,
600775,30/9/2011,0.1049,0.1049,,
600775,31/12/2011,0.168,0.168,655015000,
600775,31/3/2012,0.0214,0.0214,,
600775,30/6/2012,0.0796,0.0796,655015000,
600775,30/9/2012,0.1017,0.1017,,
600775,31/12/2012,0.2008,0.2008,655015000,
600775,31/3/2013,0.0347,0.0347,,
600775,30/6/2013,0.1265,0.1265,913838529,
600775,30/9/2013,0.1752,0.1752,,
600775,31/12/2013,0.2331,0.2331,913838529,
600775,31/3/2014,0.029,0.029,,
600775,30/6/2014,0.0931,0.0931,913838529,
600775,30/9/2014,0.1028,0.1028,,
600775,31/12/2014,0.1677,0.1677,913838529,
600775,31/3/2015,0.0347,0.0347,,
600775,30/6/2015,0.0959,0.0959,913838529,
600775,30/9/2015,0.1235,0.1235,,
600775,31/12/2015,0.1574,0.1574,913838529,
600775,31/3/2016,0.0415,0.0415,,
600775,30/6/2016,0.0598,0.0598,913838529,
600775,30/9/2016,0.0866,0.0866,,
600775,31/12/2016,0.1305,0.1305,913838529,
600775,31/3/2017,0.0117,0.0117,,
600775,30/6/2017,0.0491,0.0491,913838529,
600775,30/9/2017,0.056,0.056,,
600775,31/12/2017,0.1175,0.1175,913838529,
600775,31/3/2018,0.029,0.029,,
600775,30/6/2018,0.0558,0.0558,913838529,
600775,30/9/2018,0.0889,0.0889,,
600775,31/12/2018,0.1772,0.1772,913838529,
600775,31/3/2019,0.0147,0.0147,,
600775,30/6/2019,0.0464,0.0464,913838529,
600775,30/9/2019,0.0518,0.0518,,
600775,31/12/2019,0.0576,0.0576,913838529,
600775,31/3/2020,-0.0445,-0.0445,,
600775,30/6/2020,0.0139,0.0139,913838529,
600775,30/9/2020,0.0257,0.0257,,
600808,31/3/2007,0.08,0.08,,
600808,30/6/2007,0.1682,0.152,6455300000,
600808,30/9/2007,0.24,0.21,,
600808,31/12/2007,0.38,0.35,6758551716,
600808,31/3/2008,0.114,0.105,,
600808,30/6/2008,0.34,0.31,6758551716,
600808,30/9/2008,0.45,0.44,,
600808,31/12/2008,0.1038,,7700681186,
600808,31/3/2009,-0.1135,0,,
600808,30/6/2009,0.1033,0,7700681186,
600808,30/9/2009,0.0009,,,
600808,31/12/2009,0.05,0,7700681186,
600808,31/3/2010,0.0676,0,,
600808,30/6/2010,0.1353,0,7700681186,
600808,30/9/2010,0.1357,0,,
600808,31/12/2010,0.143,0,7700681186,
600808,31/3/2011,0.0138,0,,
600808,30/6/2011,0.0403,0,7700681186,
600808,30/9/2011,0.0422,0,,
600808,31/12/2011,0.009,0,7700681186,
600808,31/3/2012,-0.0608,0,,
600808,30/6/2012,-0.2458,0,7700681186,
600808,30/9/2012,-0.4074,0,,
600808,31/12/2012,-0.5017,-0.5017,7700681186,
600808,31/3/2013,-0.05,-0.05,,
600808,30/6/2013,-0.0432,-0.0432,7700681186,
600808,30/9/2013,-0.0428,-0.0428,,
600808,31/12/2013,0.0204,0.0204,7700681186,
600808,31/3/2014,-0.06,-0.06,,
600808,30/6/2014,-0.0948,-0.0948,7700681186,
600808,30/9/2014,-0.0424,-0.0424,,
600808,31/12/2014,0.0286,0.0286,7700681186,
600808,31/3/2015,-0.08,-0.08,,
600808,30/6/2015,-0.1606,-0.1606,7700681186,
600808,30/9/2015,-0.3344,-0.3344,,
600808,31/12/2015,-0.62,-0.62,7700681186,
600808,31/3/2016,-0.045,-0.045,,
600808,30/6/2016,0.0588,0.0588,7700681186,
600808,30/9/2016,0.0986,0.0986,,
600808,31/12/2016,0.1596,0.1596,7700681186,
600808,31/3/2017,0.12,0.12,,
600808,30/6/2017,0.2134,0.2134,7700681186,
600808,30/9/2017,0.3558,0.3558,,
600808,31/12/2017,0.5362,0.5362,7700681186,
600808,31/3/2018,0.18,0.18,,
600808,30/6/2018,0.4452,0.4452,7700681186,
600808,30/9/2018,0.725,0.725,,
600808,31/12/2018,0.7718,0.7718,7700681186,
600808,31/3/2019,0.01,0.01,,
600808,30/6/2019,0.1486,0.1486,7700681186,
600808,30/9/2019,0.1902,0.1902,,
600808,31/12/2019,0.1465,0.1465,7700681186,
600808,31/3/2020,0.05,0.05,,
600808,30/6/2020,0.1055,0.1055,7700681186,
600808,30/9/2020,0.2022,0.2022,,
600837,31/3/2007,0.01,0,,
600837,30/6/2007,0.6,0.6,3389272910,
600837,30/9/2007,1.21,1.21,,
600837,31/12/2007,1.58,1.58,4113910590,
600837,31/3/2008,0.22,0.22,,
600837,30/6/2008,0.24,0.24,8227821180,
600837,30/9/2008,0.32,0.32,,
600837,31/12/2008,0.4,0.4,8227821180,
600837,31/3/2009,0.12,0.12,,
600837,30/6/2009,0.3,0.3,8227821180,
600837,30/9/2009,0.43,0.43,,
600837,31/12/2009,0.55,0.55,8227821180,
600837,31/3/2010,0.12,0.12,,
600837,30/6/2010,0.22,0.22,8227821180,
600837,30/9/2010,0.33,0.33,,
600837,31/12/2010,0.45,0.45,8227821180,
600837,31/3/2011,0.14,0.14,,
600837,30/6/2011,0.27,0.27,8227821180,
600837,30/9/2011,0.33,0.33,,
600837,31/12/2011,0.38,0.38,8227821180,
600837,31/3/2012,0.13,0.13,,
600837,30/6/2012,0.23,0.23,9584721180,
600837,30/9/2012,0.27,0.27,,
600837,31/12/2012,0.33,0.33,9584721180,
600837,31/3/2013,0.15,0.15,,
600837,30/6/2013,0.28,0.28,9584721180,
600837,30/9/2013,0.39,0.39,,
600837,31/12/2013,0.42,0.42,9584721180,
600837,31/3/2014,0.13,0.13,,
600837,30/6/2014,0.3,0.3,9584721180,
600837,30/9/2014,0.52,0.52,,
600837,31/12/2014,0.8,0.8,9584721180,
600837,31/3/2015,0.43,0.43,,
600837,30/6/2015,1.03,1.02,11501700000,
600837,30/9/2015,1.06,1.06,,
600837,31/12/2015,1.48,1.48,11501700000,
600837,31/3/2016,0.15,0.15,,
600837,30/6/2016,0.37,0.37,11501700000,
600837,30/9/2016,0.55,0.55,,
600837,31/12/2016,0.7,0.7,11501700000,
600837,31/3/2017,0.19,0.19,,
600837,30/6/2017,0.35,0.35,11501700000,
600837,30/9/2017,0.53,0.53,,
600837,31/12/2017,0.75,0.74,11501700000,
600837,31/3/2018,0.15,0.15,,
600837,30/6/2018,0.26,0.26,11501700000,
600837,30/9/2018,0.31,0.31,,
600837,31/12/2018,0.45,0.45,11501700000,
600837,31/3/2019,0.33,0.33,,
600837,30/6/2019,0.48,0.48,11501700000,
600837,30/9/2019,0.64,0.64,,
600837,31/12/2019,0.83,0.83,11501700000,
600837,31/3/2020,0.2,0.2,,
600837,30/6/2020,0.48,0.48,11501700000,
600837,30/9/2020,0.73,0.73,,
600860,31/3/2007,-0.004,-0.004,,
600860,30/6/2007,0.03,0.03,422000000,
600860,30/9/2007,0.03,0.03,,
600860,31/12/2007,0.02,0.02,422000000,
600860,31/3/2008,-0.05,-0.05,,
600860,30/6/2008,-0.05,-0.05,422000000,
600860,30/9/2008,-0.175,-0.175,,
600860,31/12/2008,-0.62,-0.62,422000000,
600860,31/3/2009,-0.047,-0.047,,
600860,30/6/2009,-0.08,-0.08,422000000,
600860,30/9/2009,-0.132,-0.132,,
600860,31/12/2009,-0.41,-0.41,422000000,
600860,31/3/2010,-0.009,-0.009,,
600860,30/6/2010,-0.04,-0.04,422000000,
600860,30/9/2010,-0.002,-0.002,,
600860,31/12/2010,0.05,0.05,422000000,
600860,31/3/2011,0.02,0.02,,
600860,30/6/2011,0.03,0.03,422000000,
600860,30/9/2011,0.001,0.001,,
600860,31/12/2011,0.03,0.03,422000000,
600860,31/3/2012,-0.018,-0.018,,
600860,30/6/2012,-0.08,-0.08,422000000,
600860,30/9/2012,-0.134,-0.134,,
600860,31/12/2012,-0.4,-0.4,422000000,
600860,31/3/2013,-0.04,-0.04,,
600860,30/6/2013,-0.04,-0.04,422000000,
600860,30/9/2013,-0.09,-0.09,,
600860,31/12/2013,-0.26,-0.26,422000000,
600860,31/3/2014,0.112,0.112,,
600860,30/6/2014,0.05,0.05,422000000,
600860,30/9/2014,0.21,0.21,,
600860,31/12/2014,0.05,0.05,422000000,
600860,31/3/2015,-0.06,-0.06,,
600860,30/6/2015,-0.11,-0.11,422000000,
600860,30/9/2015,-0.2,-0.2,,
600860,31/12/2015,-0.49,-0.49,422000000,
600860,31/3/2016,-0.07,-0.07,,
600860,30/6/2016,-0.15,-0.15,422000000,
600860,30/9/2016,-0.22,-0.22,,
600860,31/12/2016,-0.35,-0.35,422000000,
600860,31/3/2017,-0.04,-0.04,,
600860,30/6/2017,-0.1,-0.1,422000000,
600860,30/9/2017,-0.16,-0.16,,
600860,31/12/2017,0.05,0.05,422000000,
600860,31/3/2018,-0.05,-0.05,,
600860,30/6/2018,-0.07,-0.07,422000000,
600860,30/9/2018,-0.1,-0.1,,
600860,31/12/2018,-0.22,-0.22,422000000,
600860,31/3/2019,-0.05,-0.05,,
600860,30/6/2019,-0.08,-0.08,422000000,
600860,30/9/2019,-0.15,-0.15,,
600860,31/12/2019,-0.31,-0.31,422000000,
600860,31/3/2020,-0.06,-0.06,,
600860,30/6/2020,-0.06,-0.06,422000000,
600860,30/9/2020,-0.08,-0.08,,
600871,31/3/2007,0.001,0.001,,
600871,30/6/2007,,,4000000000,
600871,30/9/2007,0.02,0.02,,
600871,31/12/2007,0.004,0.004,4000000000,
600871,31/3/2008,-0.007,-0.007,,
600871,30/6/2008,-0.066,-0.066,4000000000,
600871,30/9/2008,-0.128,-0.128,,
600871,31/12/2008,-0.411,-0.411,4000000000,
600871,31/3/2009,0.009,0.009,,
600871,30/6/2009,0.077,0.077,4000000000,
600871,30/9/2009,0.094,0.094,,
600871,31/12/2009,0.096,0.096,4000000000,
600871,31/3/2010,0.019,0.019,,
600871,30/6/2010,0.107,0.107,4000000000,
600871,30/9/2010,0.194,0.194,,
600871,31/12/2010,0.307,0.307,4000000000,
600871,31/3/2011,0.111,0.111,,
600871,30/6/2011,0.146,0.146,4000000000,
600871,30/9/2011,0.214,0.214,,
600871,31/12/2011,0.21,0.21,4000000000,
600871,31/3/2012,0.0002,0.0002,,
600871,30/6/2012,-0.054,-0.054,4000000000,
600871,30/9/2012,-0.072,-0.072,,
600871,31/12/2012,-0.09,-0.09,4000000000,
600871,31/3/2013,-0.071,-0.071,,
600871,30/6/2013,-0.123,-0.123,4000000000,
600871,30/9/2013,-0.173,-0.173,,
600871,31/12/2013,-0.24,-0.24,6000000000,
600871,31/3/2014,-0.055,-0.055,,
600871,30/6/2014,-0.29,-0.29,6000000000,
600871,30/9/2014,-0.335,-0.335,,
600871,31/12/2014,0.08,0.08,12809327662,
600871,31/3/2015,-0.028,-0.028,,
600871,30/6/2015,-0.101,-0.101,14142660995,
600871,30/9/2015,-0.149,-0.149,,
600871,31/12/2015,0.002,0.002,14142660995,
600871,31/3/2016,-0.119,-0.119,,
600871,30/6/2016,-0.32,-0.32,14142660995,
600871,30/9/2016,-0.626,-0.626,,
600871,31/12/2016,-1.139,-1.139,14142660995,
600871,31/3/2017,-0.095,-0.095,,
600871,30/6/2017,-0.16,-0.16,14142660995,
600871,30/9/2017,-0.234,-0.234,,
600871,31/12/2017,-0.748,-0.748,14142660995,
600871,31/3/2018,0.002,0.002,,
600871,30/6/2018,0.02,0.02,18984340033,
600871,30/9/2018,0.024,0.024,,
600871,31/12/2018,0.008,0.008,18984340033,
600871,31/3/2019,0.01,0.01,,
600871,30/6/2019,0.027,0.027,18984340033,
600871,30/9/2019,0.038,0.038,,
600871,31/12/2019,0.048,0.048,18984340033,
600871,31/3/2020,-0.01,-0.01,,
600871,30/6/2020,0.016,0.016,18984340033,
600871,30/9/2020,0.012,0.012,,
600874,31/3/2007,0.04,0.04,,
600874,30/6/2007,0.08,0.08,1402636939,
600874,30/9/2007,0.12,0.12,,
600874,31/12/2007,0.13,0.13,1427228430,
600874,31/3/2008,0.03,0.03,,
600874,30/6/2008,0.07,0.07,1427228430,
600874,30/9/2008,0.11,0.11,,
600874,31/12/2008,0.16,0.16,1427228430,
600874,31/3/2009,0.03,0.03,,
600874,30/6/2009,0.08,0.08,1427228430,
600874,30/9/2009,0.14,0.14,,
600874,31/12/2009,0.17,0.17,1427228430,
600874,31/3/2010,0.03,0.03,,
600874,30/6/2010,0.09,0.09,1427228430,
600874,30/9/2010,0.15,0.15,,
600874,31/12/2010,0.19,0.19,1427228430,
600874,31/3/2011,0.04,0.04,,
600874,30/6/2011,0.1,0.1,1427228430,
600874,30/9/2011,0.15,0.15,,
600874,31/12/2011,0.19,0.19,1427228430,
600874,31/3/2012,0.037,0.037,,
600874,30/6/2012,0.08,0.08,1427228430,
600874,30/9/2012,0.14,0.14,,
600874,31/12/2012,0.19,0.19,1427228430,
600874,31/3/2013,0.038,0.038,,
600874,30/6/2013,0.08,0.08,1427228430,
600874,30/9/2013,0.15,0.15,,
600874,31/12/2013,0.2,0.2,1427228430,
600874,31/3/2014,0.042,0.042,,
600874,30/6/2014,0.1,0.1,1427228430,
600874,30/9/2014,0.18,0.18,,
